age,debt,yearsemployed,creditscore,income,class,gender_a,gender_b,married_l,married_u,married_y,bankcustomer_g,bankcustomer_gg,bankcustomer_p,educationlevel_aa,educationlevel_c,educationlevel_cc,educationlevel_d,educationlevel_e,educationlevel_ff,educationlevel_i,educationlevel_j,educationlevel_k,educationlevel_m,educationlevel_q,educationlevel_r,educationlevel_w,educationlevel_x,ethnicity_bb,ethnicity_dd,ethnicity_ff,ethnicity_h,ethnicity_j,ethnicity_n,ethnicity_o,ethnicity_v,ethnicity_z,priordefault_f,priordefault_t,employed_f,employed_t,driverslicense_f,driverslicense_t,citizen_g,citizen_p,citizen_s
23.58,0.029821428571429,0.002982456140351,0.000000000000000,0.000050000000000,-,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0
39.17,0.089285714285714,0.350877192982456,0.000000000000000,0.000000000000000,-,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1
22.75,0.410714285714286,0.014561403508772,0.000000000000000,0.000000000000000,-,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0
16.92,0.017857142857143,0.005789473684211,0.089552238805970,0.000350000000000,-,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0
23.50,0.113035714285714,0.014561403508772,0.014925373134328,0.000800000000000,-,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0
17.33,0.339285714285714,0.061403508771930,0.149253731343284,0.000100000000000,-,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0
23.75,0.014821428571429,0.001403508771930,0.029850746268657,0.000060000000000,-,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0
34.67,0.038571428571429,0.040877192982456,0.000000000000000,0.000000000000000,-,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1
74.83,0.678571428571429,0.001403508771930,0.029850746268657,0.003510000000000,-,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0
28.17,0.004464285714286,0.002982456140351,0.000000000000000,0.021000000000000,-,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0
24.50,0.476250000000000,0.001403508771930,0.000000000000000,0.004750000000000,-,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0
18.83,0.126428571428571,0.000000000000000,0.000000000000000,0.000010000000000,-,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0
47.25,0.026785714285714,0.096491228070175,0.014925373134328,0.008920000000000,+,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0
24.17,0.031250000000000,0.162280701754386,0.029850746268657,0.020000000000000,+,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0
39.25,0.339285714285714,0.228070175438596,0.208955223880597,0.046070000000000,+,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0
20.50,0.422678571428571,0.210526315789474,0.000000000000000,0.000000000000000,+,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0
18.83,0.157678571428571,0.105263157894737,0.000000000000000,0.000000000000000,+,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0
19.17,0.339285714285714,0.052631578947368,0.000000000000000,0.022060000000000,+,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0
25.00,0.031250000000000,0.036491228070175,0.000000000000000,0.058600000000000,+,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0
20.17,0.330357142857143,0.058421052631579,0.044776119402985,0.000280000000000,+,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0
25.75,0.017857142857143,0.051228070175439,0.074626865671642,0.000000000000000,+,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0
20.42,0.250000000000000,0.057017543859649,0.044776119402985,0.013910000000000,+,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0
39.00,0.178571428571429,0.122807017543860,0.149253731343284,0.000000000000000,+,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0
64.08,0.005892857142857,0.000000000000000,0.014925373134328,0.001000000000000,+,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0
28.25,0.183035714285714,0.166666666666667,0.029850746268657,0.000070000000000,+,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0
28.75,0.133928571428571,0.038070175438596,0.014925373134328,0.000000000000000,+,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0
31.33,0.696428571428571,0.245614035087719,0.238805970149254,0.050000000000000,+,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0
18.92,0.321428571428571,0.026315789473684,0.029850746268657,0.005910000000000,+,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0
24.75,0.107142857142857,0.064385964912281,0.283582089552239,0.005000000000000,+,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0
30.67,0.428571428571429,0.070175438596491,0.014925373134328,0.000190000000000,+,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0
21.00,0.171071428571429,0.078947368421053,0.014925373134328,0.003000000000000,+,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0
13.75,0.142857142857143,0.061403508771930,0.029850746268657,0.010000000000000,+,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0
46.00,0.142857142857143,0.000000000000000,0.000000000000000,0.009600000000000,+,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0
44.33,0.000000000000000,0.087719298245614,0.000000000000000,0.000000000000000,+,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0
20.25,0.355714285714286,0.000000000000000,0.000000000000000,0.000000000000000,+,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0
22.67,0.090714285714286,0.090701754385965,0.000000000000000,0.000000000000000,+,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0
60.92,0.178571428571429,0.140350877192982,0.059701492537313,0.000990000000000,+,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0
16.08,0.026785714285714,0.061403508771930,0.074626865671642,0.006900000000000,+,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0
28.17,0.013392857142857,0.020526315789474,0.059701492537313,0.000000000000000,+,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0
39.17,0.061071428571429,0.004385964912281,0.074626865671642,0.000000000000000,+,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0
30.00,0.188928571428571,0.078947368421053,0.074626865671642,0.005000000000000,+,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0
22.83,0.107142857142857,0.045263157894737,0.014925373134328,0.008000000000000,+,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0
22.50,0.303571428571429,0.061403508771930,0.149253731343284,0.009900000000000,-,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0
28.58,0.059464285714286,0.084736842105263,0.000000000000000,0.000000000000000,-,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0
45.17,0.053571428571429,0.087719298245614,0.000000000000000,0.000000000000000,-,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0
41.58,0.062500000000000,0.007368421052632,0.000000000000000,0.000000000000000,-,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0
57.08,0.011964285714286,0.035087719298246,0.000000000000000,0.021970000000000,-,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0
55.75,0.252857142857143,0.236842105263158,0.044776119402985,0.000500000000000,-,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0
43.25,0.900357142857143,0.007368421052632,0.014925373134328,0.000900000000000,-,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0
25.33,0.074464285714286,0.096491228070175,0.000000000000000,0.000010000000000,-,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0
24.58,0.023928571428571,0.061403508771930,0.000000000000000,0.000000000000000,-,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0
43.17,0.080357142857143,0.026315789473684,0.000000000000000,0.000000000000000,-,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0
40.92,0.029821428571429,0.000000000000000,0.000000000000000,0.000010000000000,-,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0
31.83,0.089285714285714,0.263157894736842,0.000000000000000,0.000000000000000,-,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0
33.92,0.056607142857143,0.000000000000000,0.000000000000000,0.000000000000000,-,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0
24.92,0.044642857142857,0.000000000000000,0.000000000000000,0.000000000000000,-,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0
35.25,0.113035714285714,0.131578947368421,0.000000000000000,0.000000000000000,-,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0
34.25,0.062500000000000,0.008771929824561,0.000000000000000,0.000000000000000,-,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0
19.42,0.053571428571429,0.070175438596491,0.000000000000000,0.000200000000000,-,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0
42.75,0.107142857142857,0.035087719298246,0.000000000000000,0.002000000000000,-,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0
19.67,0.357142857142857,0.029298245614035,0.000000000000000,0.000000000000000,-,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0
36.33,0.135357142857143,0.040877192982456,0.000000000000000,0.000000000000000,-,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0
30.08,0.037142857142857,0.017543859649123,0.149253731343284,0.000280000000000,-,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0
44.25,0.392857142857143,0.052631578947368,0.000000000000000,0.000000000000000,-,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1
23.58,0.016428571428571,0.092105263157895,0.089552238805970,0.003470000000000,-,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0
23.92,0.053571428571429,0.065789473684211,0.089552238805970,0.003270000000000,+,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0
33.17,0.035714285714286,0.026315789473684,0.104477611940299,0.040710000000000,+,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0
48.33,0.428571428571429,0.561403508771930,0.000000000000000,0.000000000000000,+,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1
76.75,0.796071428571429,0.447368421052632,0.014925373134328,0.001090000000000,+,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0
51.33,0.357142857142857,0.000000000000000,0.164179104477612,0.012490000000000,+,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0
34.75,0.535714285714286,0.188596491228070,0.134328358208955,0.001340000000000,+,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,0,0
38.58,0.119107142857143,0.140350877192982,0.208955223880597,0.013440000000000,+,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0
22.42,0.401785714285714,0.026315789473684,0.059701492537313,0.003210000000000,+,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0
41.92,0.015000000000000,0.007368421052632,0.089552238805970,0.009480000000000,+,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0
29.58,0.160714285714286,0.263157894736842,0.029850746268657,0.000000000000000,+,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0
32.17,0.052142857142857,0.038070175438596,0.238805970149254,0.020790000000000,+,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0
51.42,0.001428571428571,0.001403508771930,0.000000000000000,0.030000000000000,+,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0
22.83,0.081785714285714,0.080350877192982,0.104477611940299,0.023840000000000,+,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0
25.00,0.440357142857143,0.122807017543860,0.089552238805970,0.004580000000000,+,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0
26.75,0.040178571428571,0.043859649122807,0.000000000000000,0.052980000000000,+,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0
23.33,0.053571428571429,0.049649122807018,0.000000000000000,0.002000000000000,+,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0
24.42,0.440535714285714,0.055614035087719,0.000000000000000,0.000000000000000,+,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0
42.17,0.180000000000000,0.447368421052632,0.000000000000000,0.000000000000000,+,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0
20.83,0.107142857142857,0.001403508771930,0.000000000000000,0.000000000000000,+,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0
23.08,0.410714285714286,0.074561403508772,0.164179104477612,0.002840000000000,+,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0
25.17,0.102678571428571,0.030701754385965,0.000000000000000,0.000000000000000,+,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0
43.08,0.013392857142857,0.013157894736842,0.119402985074627,0.001620000000000,+,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0
35.75,0.032678571428571,0.026315789473684,0.059701492537313,0.015830000000000,+,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0
59.50,0.098214285714286,0.061403508771930,0.074626865671642,0.000580000000000,+,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0
21.00,0.107142857142857,0.038070175438596,0.119402985074627,0.000010000000000,+,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0
21.92,0.019285714285714,0.001403508771930,0.014925373134328,0.000590000000000,+,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0
65.17,0.500000000000000,0.000000000000000,0.164179104477612,0.014000000000000,+,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0
20.33,0.357142857142857,0.035087719298246,0.059701492537313,0.014650000000000,+,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0
32.25,0.005892857142857,0.114035087719298,0.014925373134328,0.080000000000000,+,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0
30.17,0.017857142857143,0.061403508771930,0.164179104477612,0.005400000000000,+,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0
25.17,0.214285714285714,0.035087719298246,0.044776119402985,0.000000000000000,+,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0
39.17,0.058035714285714,0.052631578947368,0.149253731343284,0.047000000000000,+,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0
39.08,0.214285714285714,0.045263157894737,0.074626865671642,0.010970000000000,+,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0
31.67,0.029642857142857,0.046842105263158,0.119402985074627,0.032900000000000,+,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0
41.00,0.001428571428571,0.001403508771930,0.014925373134328,0.000000000000000,+,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,1
48.50,0.151785714285714,0.004385964912281,0.000000000000000,0.000000000000000,+,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0
32.67,0.321428571428571,0.184210526315789,0.000000000000000,0.000000000000000,+,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0
28.08,0.535714285714286,0.000000000000000,0.000000000000000,0.132120000000000,+,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0
73.42,0.633928571428571,0.000000000000000,0.000000000000000,0.000000000000000,+,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0
64.08,0.714285714285714,0.614035087719298,0.134328358208955,0.010000000000000,+,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0
51.58,0.535714285714286,0.298245614035088,0.134328358208955,0.000000000000000,+,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0
26.67,0.062500000000000,0.035087719298246,0.074626865671642,0.057770000000000,+,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0
25.33,0.020714285714286,0.010175438596491,0.104477611940299,0.051240000000000,+,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0
30.17,0.232142857142857,0.109649122807018,0.119402985074627,0.012000000000000,+,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0
27.00,0.026785714285714,0.149122807017544,0.044776119402985,0.001500000000000,+,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0
34.17,0.187500000000000,0.002982456140351,0.000000000000000,0.000060000000000,+,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0
38.67,0.007500000000000,0.002982456140351,0.000000000000000,0.000000000000000,+,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0
25.75,0.026785714285714,0.008771929824561,0.000000000000000,0.000230000000000,+,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0
46.08,0.107142857142857,0.083333333333333,0.119402985074627,0.041590000000000,+,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0
21.50,0.214285714285714,0.087719298245614,0.044776119402985,0.009180000000000,+,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0
